Date,Time,DateTime,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s),Temperature (C)
2025-08-27,5:45:00,8/27/25 5:45,0.89,266,-0.06,-0.89,29.9092
2025-08-27,6:00:00,8/27/25 6:00,0.36,309.4,0.23,-0.27,29.8977
2025-08-27,6:15:00,8/27/25 6:15,2.21,293.58,0.88,-2.02,29.889
2025-08-27,6:30:00,8/27/25 6:30,0.71,337.75,0.65,-0.27,29.8948
2025-08-27,6:45:00,8/27/25 6:45,1.42,245.44,-0.59,-1.29,29.902
2025-08-27,7:00:00,8/27/25 7:00,1.21,301.82,0.64,-1.03,29.902
2025-08-27,7:15:00,8/27/25 7:15,8.62,321.03,6.7,-5.42,29.9223
2025-08-27,7:30:00,8/27/25 7:30,6.6,325.25,5.43,-3.76,29.9208
2025-08-27,7:45:00,8/27/25 7:45,9.15,321.28,7.14,-5.72,29.9266
2025-08-27,8:00:00,8/27/25 8:00,8.44,317.52,6.23,-5.7,29.9252
2025-08-27,8:15:00,8/27/25 8:15,7.44,338.78,6.93,-2.69,29.9121
2025-08-27,8:30:00,8/27/25 8:30,8.04,321.7,6.31,-4.98,29.8687
2025-08-27,8:45:00,8/27/25 8:45,5.66,306.03,3.33,-4.58,29.8166
2025-08-27,9:00:00,8/27/25 9:00,5.62,314.61,3.95,-4,29.821
2025-08-27,9:15:00,8/27/25 9:15,9.52,314.84,6.72,-6.75,29.8007
2025-08-27,9:30:00,8/27/25 9:30,2.68,235.61,-1.51,-2.21,29.7877
2025-08-27,9:45:00,8/27/25 9:45,10.21,292.74,3.95,-9.42,29.7458
2025-08-27,10:00:00,8/27/25 10:00,9.64,299.2,4.7,-8.42,29.7183
2025-08-27,10:15:00,8/27/25 10:15,13.46,300.06,6.74,-11.65,29.6937
2025-08-27,10:30:00,8/27/25 10:30,7.64,291.29,2.77,-7.12,29.6865
2025-08-27,10:45:00,8/27/25 10:45,5.53,280.67,1.02,-5.44,29.6937
2025-08-27,11:00:00,8/27/25 11:00,6.36,271.77,0.2,-6.35,29.7111
2025-08-27,11:15:00,8/27/25 11:15,7.25,281.09,1.39,-7.11,29.7039
2025-08-27,11:30:00,8/27/25 11:30,3.29,262.02,-0.46,-3.26,29.7111
2025-08-27,11:45:00,8/27/25 11:45,1.2,209.7,-1.04,-0.59,29.7198
2025-08-27,12:00:00,8/27/25 12:00,1.58,166.5,-1.54,0.37,29.7313
2025-08-27,12:15:00,8/27/25 12:15,2.3,166.34,-2.24,0.54,29.7284
2025-08-27,12:30:00,8/27/25 12:30,4.5,130.91,-2.95,3.4,29.7371
2025-08-27,12:45:00,8/27/25 12:45,1.88,198.88,-1.78,-0.61,29.7906
2025-08-27,13:00:00,8/27/25 13:00,3.51,55.3,2,2.89,29.7718
2025-08-27,13:15:00,8/27/25 13:15,1.63,146.73,-1.36,0.89,29.7862
2025-08-27,13:30:00,8/27/25 13:30,1.42,61.89,0.67,1.26,29.8123
2025-08-27,13:45:00,8/27/25 13:45,3.86,358.54,3.86,-0.1,30.0135
2025-08-27,14:00:00,8/27/25 14:00,1.86,57.23,1,1.56,30.0498
2025-08-27,14:15:00,8/27/25 14:15,5.95,30.55,5.13,3.03,30.0933
2025-08-27,14:30:00,8/27/25 14:30,2.31,59.55,1.17,2,30.0962
2025-08-27,14:45:00,8/27/25 14:45,2.69,14.71,2.6,0.68,30.0846
2025-08-27,15:00:00,8/27/25 15:00,0.37,38.38,0.29,0.23,30.0585
2025-08-27,15:15:00,8/27/25 15:15,3.74,48.17,2.49,2.78,30.0585
2025-08-27,15:30:00,8/27/25 15:30,5.1,38.47,3.99,3.17,30.0396
2025-08-27,15:45:00,8/27/25 15:45,5.86,53.24,3.51,4.7,30.0541
2025-08-27,16:00:00,8/27/25 16:00,1.27,74.85,0.33,1.23,30.0483
2025-08-27,16:15:00,8/27/25 16:15,3.9,71.94,1.21,3.71,30.0396
2025-08-27,16:30:00,8/27/25 16:30,3.04,31.85,2.59,1.61,30.0237
2025-08-27,16:45:00,8/27/25 16:45,9.49,46.88,6.49,6.93,29.9976
2025-08-27,17:00:00,8/27/25 17:00,2.49,32.51,2.1,1.34,29.9426
2025-08-27,17:15:00,8/27/25 17:15,3.2,36.22,2.58,1.89,29.8499
2025-08-27,17:30:00,8/27/25 17:30,7.73,52.85,4.67,6.16,29.7241
2025-08-27,17:45:00,8/27/25 17:45,7.06,63.12,3.19,6.29,29.6735
2025-08-27,18:00:00,8/27/25 18:00,8.56,53.01,5.15,6.84,29.6403
2025-08-27,18:15:00,8/27/25 18:15,5.96,78.98,1.14,5.85,29.5883
2025-08-27,18:30:00,8/27/25 18:30,11.16,52.28,6.83,8.83,29.5696
2025-08-27,18:45:00,8/27/25 18:45,11.26,72.21,3.44,10.72,29.5075
2025-08-27,19:00:00,8/27/25 19:00,10.2,51,6.42,7.93,29.4787
2025-08-27,19:15:00,8/27/25 19:15,7.11,44.38,5.08,4.97,29.3894
2025-08-27,19:30:00,8/27/25 19:30,5.01,82.84,0.62,4.97,29.2627
2025-08-27,19:45:00,8/27/25 19:45,9.04,90.94,-0.15,9.04,29.1276
2025-08-27,20:00:00,8/27/25 20:00,5.97,76.99,1.34,5.82,29.1807
2025-08-27,20:15:00,8/27/25 20:15,9.07,99.96,-1.57,8.93,29.2411
2025-08-27,20:30:00,8/27/25 20:30,7.65,83.18,0.91,7.59,29.2886
2025-08-27,20:45:00,8/27/25 20:45,5.3,93.43,-0.32,5.3,29.3447
2025-08-27,21:00:00,8/27/25 21:00,6.02,42.68,4.43,4.08,29.4239
2025-08-27,21:15:00,8/27/25 21:15,8.3,75.32,2.1,8.03,29.2713
2025-08-27,21:30:00,8/27/25 21:30,5.19,112.96,-2.03,4.78,29.2397
2025-08-27,21:45:00,8/27/25 21:45,5.88,123.49,-3.24,4.9,29.2771
2025-08-27,22:00:00,8/27/25 22:00,1.83,197.55,-1.75,-0.55,29.3203
2025-08-27,22:15:00,8/27/25 22:15,4.91,55.33,2.79,4.04,29.4672
2025-08-27,22:30:00,8/27/25 22:30,5.24,78.64,1.03,5.14,29.6417
2025-08-27,22:45:00,8/27/25 22:45,6.2,77.7,1.32,6.05,29.6952
2025-08-27,23:00:00,8/27/25 23:00,3.55,161.73,-3.37,1.11,29.7255
2025-08-27,23:15:00,8/27/25 23:15,8.98,68.41,3.3,8.35,29.8137
2025-08-27,23:30:00,8/27/25 23:30,8.3,94.28,-0.62,8.28,29.8846
2025-08-27,23:45:00,8/27/25 23:45,10.38,76.91,2.35,10.11,29.8846
2025-08-28,0:00:00,8/28/25 0:00,4.86,74.87,1.27,4.69,29.8325
2025-08-28,0:15:00,8/28/25 0:15,3.5,102.48,-0.76,3.42,29.86
2025-08-28,0:30:00,8/28/25 0:30,8.28,77.79,1.75,8.09,29.9382
2025-08-28,0:45:00,8/28/25 0:45,1.13,5.25,1.13,0.1,29.9179
2025-08-28,1:00:00,8/28/25 1:00,2.58,147.23,-2.17,1.4,29.8832
2025-08-28,1:15:00,8/28/25 1:15,2.58,183.1,-2.58,-0.14,29.9035
2025-08-28,1:30:00,8/28/25 1:30,2.03,211.34,-1.73,-1.06,29.8832
2025-08-28,1:45:00,8/28/25 1:45,1.63,170.2,-1.61,0.28,29.8586
2025-08-28,2:00:00,8/28/25 2:00,3.76,180.29,-3.76,-0.02,29.8528
2025-08-28,2:15:00,8/28/25 2:15,6.33,179.34,-6.33,0.07,29.8528
2025-08-28,2:30:00,8/28/25 2:30,1.96,140.9,-1.52,1.23,29.86
2025-08-28,2:45:00,8/28/25 2:45,2.06,197.11,-1.97,-0.61,29.8658
2025-08-28,3:00:00,8/28/25 3:00,0.45,99.78,-0.08,0.44,29.8528
2025-08-28,3:15:00,8/28/25 3:15,1.89,198.95,-1.79,-0.61,29.8513
2025-08-28,3:30:00,8/28/25 3:30,2.24,200.71,-2.09,-0.79,29.8513
2025-08-28,3:45:00,8/28/25 3:45,1.43,186.37,-1.42,-0.16,29.8412
2025-08-28,4:00:00,8/28/25 4:00,8.03,156.53,-7.37,3.2,29.8542
2025-08-28,4:15:00,8/28/25 4:15,1.8,182.32,-1.8,-0.07,29.8788
2025-08-28,4:30:00,8/28/25 4:30,2,144.06,-1.62,1.17,29.8846
2025-08-28,4:45:00,8/28/25 4:45,1.58,234.1,-0.93,-1.28,29.8875
2025-08-28,5:00:00,8/28/25 5:00,3.83,232.29,-2.34,-3.03,29.8933
2025-08-28,5:15:00,8/28/25 5:15,5.47,206.7,-4.88,-2.46,29.902
2025-08-28,5:30:00,8/28/25 5:30,2.1,223.77,-1.52,-1.46,29.9006
2025-08-28,5:45:00,8/28/25 5:45,0.47,37.46,0.37,0.28,29.9121
2025-08-28,6:00:00,8/28/25 6:00,2.15,199.57,-2.03,-0.72,29.9165
2025-08-28,6:15:00,8/28/25 6:15,2.46,199.52,-2.32,-0.82,29.9121
2025-08-28,6:30:00,8/28/25 6:30,1.83,209.8,-1.59,-0.91,29.9121
2025-08-28,6:45:00,8/28/25 6:45,3.72,211.89,-3.16,-1.96,29.9252
2025-08-28,7:00:00,8/28/25 7:00,2.7,270.68,0.03,-2.7,29.9223
2025-08-28,7:15:00,8/28/25 7:15,1.94,203.24,-1.78,-0.77,29.9339
2025-08-28,7:30:00,8/28/25 7:30,2.18,124.43,-1.23,1.8,29.9107
2025-08-28,7:45:00,8/28/25 7:45,1.92,229.24,-1.25,-1.46,29.9368
2025-08-28,8:00:00,8/28/25 8:00,1.86,201.41,-1.73,-0.68,29.9382
2025-08-28,8:15:00,8/28/25 8:15,3.24,359.1,3.24,-0.05,30.0251
2025-08-28,8:30:00,8/28/25 8:30,4.93,352.55,4.89,-0.64,30.0701
2025-08-28,8:45:00,8/28/25 8:45,1.71,318.83,1.29,-1.13,30.0527
2025-08-28,9:00:00,8/28/25 9:00,1.64,203.9,-1.5,-0.66,30.0179
2025-08-28,9:15:00,8/28/25 9:15,1.62,143.15,-1.29,0.97,29.9512
2025-08-28,9:30:00,8/28/25 9:30,0.42,31.45,0.36,0.22,29.9599
2025-08-28,9:45:00,8/28/25 9:45,3.2,29.49,2.79,1.58,29.957
2025-08-28,10:00:00,8/28/25 10:00,0.65,87.14,0.03,0.65,29.9368
2025-08-28,10:15:00,8/28/25 10:15,10.6,58.2,5.59,9.01,29.9281
2025-08-28,10:30:00,8/28/25 10:30,7.23,65,3.05,6.55,29.9483
2025-08-28,10:45:00,8/28/25 10:45,8.79,89.91,0.01,8.79,29.9454
2025-08-28,11:00:00,8/28/25 11:00,5.09,92.44,-0.22,5.09,29.986
2025-08-28,11:15:00,8/28/25 11:15,5.62,79.6,1.02,5.53,30.0338
2025-08-28,11:30:00,8/28/25 11:30,5.87,73.61,1.66,5.64,30.0991
2025-08-28,11:45:00,8/28/25 11:45,2.84,96.75,-0.33,2.82,30.1194
2025-08-28,12:00:00,8/28/25 12:00,2.62,86.34,0.17,2.62,30.1586
2025-08-28,12:15:00,8/28/25 12:15,6.37,99.78,-1.08,6.28,30.2022
2025-08-28,12:30:00,8/28/25 12:30,9.6,78.32,1.94,9.4,30.2385
2025-08-28,12:45:00,8/28/25 12:45,2.24,43.18,1.63,1.53,30.2399
2025-08-28,13:00:00,8/28/25 13:00,5.01,92.62,-0.23,5,30.253
2025-08-28,13:15:00,8/28/25 13:15,8.85,101.61,-1.78,8.67,30.2864
2025-08-28,13:30:00,8/28/25 13:30,8.21,67.78,3.1,7.6,30.2937
2025-08-28,13:45:00,8/28/25 13:45,6.65,78.99,1.27,6.53,30.3228
2025-08-28,14:00:00,8/28/25 14:00,11.06,55.78,6.22,9.15,30.3272
2025-08-28,14:15:00,8/28/25 14:15,12.09,66.52,4.82,11.09,30.3141
2025-08-28,14:30:00,8/28/25 14:30,9.89,102.95,-2.22,9.64,30.2835
2025-08-28,14:45:00,8/28/25 14:45,13.62,80.68,2.21,13.44,30.3344
2025-08-28,15:00:00,8/28/25 15:00,5.81,82.3,0.78,5.76,30.3766
2025-08-28,15:15:00,8/28/25 15:15,9.78,72.74,2.9,9.34,30.4174
2025-08-28,15:30:00,8/28/25 15:30,11.29,63.74,5,10.13,30.4072
2025-08-28,15:45:00,8/28/25 15:45,8.33,77.05,1.87,8.11,30.3737
2025-08-28,16:00:00,8/28/25 16:00,2.29,85.98,0.16,2.29,30.397
2025-08-28,16:15:00,8/28/25 16:15,5.99,84.61,0.56,5.96,30.4654
2025-08-28,16:30:00,8/28/25 16:30,10.15,64.8,4.32,9.18,30.4829
2025-08-28,16:45:00,8/28/25 16:45,7.39,73.64,2.08,7.09,30.4756
2025-08-28,17:00:00,8/28/25 17:00,6.41,76.12,1.54,6.22,30.4407
2025-08-28,17:15:00,8/28/25 17:15,4.96,131.55,-3.29,3.71,30.4945
2025-08-28,17:30:00,8/28/25 17:30,3.92,82.32,0.52,3.89,30.5222
2025-08-28,17:45:00,8/28/25 17:45,8.97,70.44,3,8.45,30.48
2025-08-28,18:00:00,8/28/25 18:00,6.01,86.45,0.37,6,30.3301
2025-08-28,18:15:00,8/28/25 18:15,7.56,32.83,6.35,4.1,30.2646
2025-08-28,18:30:00,8/28/25 18:30,4.09,52.09,2.51,3.23,30.0005
2025-08-28,18:45:00,8/28/25 18:45,3.21,82.86,0.4,3.19,29.8571
2025-08-28,19:00:00,8/28/25 19:00,3.47,92.12,-0.13,3.46,29.8412
2025-08-28,19:15:00,8/28/25 19:15,2.84,46.26,1.97,2.06,29.7588
2025-08-28,19:30:00,8/28/25 19:30,10.1,65.66,4.16,9.2,29.6764
2025-08-28,19:45:00,8/28/25 19:45,5.54,73.98,1.53,5.33,29.6909
2025-08-28,20:00:00,8/28/25 20:00,8.08,51.5,5.03,6.33,29.7703
2025-08-28,20:15:00,8/28/25 20:15,11.29,48.13,7.53,8.4,29.7313
2025-08-28,20:30:00,8/28/25 20:30,4.4,62.09,2.06,3.89,29.7718
2025-08-28,20:45:00,8/28/25 20:45,13.38,57.79,7.13,11.32,29.7805
2025-08-28,21:00:00,8/28/25 21:00,12.39,57.89,6.58,10.49,29.5984
2025-08-28,21:15:00,8/28/25 21:15,9,69.2,3.19,8.41,29.3563
2025-08-28,21:30:00,8/28/25 21:30,2.64,88.89,0.05,2.64,29.3462
2025-08-28,21:45:00,8/28/25 21:45,8.53,83.84,0.92,8.48,29.3246
2025-08-28,22:00:00,8/28/25 22:00,8.88,76.66,2.05,8.64,29.3361
2025-08-28,22:15:00,8/28/25 22:15,8.09,83.06,0.98,8.03,29.3419
2025-08-28,22:30:00,8/28/25 22:30,14.02,71.72,4.4,13.31,29.3275
2025-08-28,22:45:00,8/28/25 22:45,15.73,68.34,5.81,14.62,29.3635
2025-08-28,23:00:00,8/28/25 23:00,8.53,86.68,0.49,8.52,29.3491
2025-08-28,23:15:00,8/28/25 23:15,13.3,86.31,0.86,13.27,29.3116
2025-08-28,23:30:00,8/28/25 23:30,8.57,95.84,-0.87,8.53,29.3879
2025-08-28,23:45:00,8/28/25 23:45,6.53,110.3,-2.26,6.12,29.4326
2025-08-29,0:00:00,8/29/25 0:00,7.06,135.8,-5.06,4.92,29.4888
2025-08-29,0:15:00,8/29/25 0:15,2.02,151.03,-1.76,0.98,29.5119
2025-08-29,0:30:00,8/29/25 0:30,8.03,121.76,-4.23,6.82,29.5436
2025-08-29,0:45:00,8/29/25 0:45,6.53,131.91,-4.36,4.86,29.571
2025-08-29,1:00:00,8/29/25 1:00,7.55,125.72,-4.41,6.13,29.61
2025-08-29,1:15:00,8/29/25 1:15,6.1,161.65,-5.79,1.92,29.6273
2025-08-29,1:30:00,8/29/25 1:30,5.4,137.76,-4,3.63,29.6519
2025-08-29,1:45:00,8/29/25 1:45,3.18,168.39,-3.11,0.64,29.6634
2025-08-29,2:00:00,8/29/25 2:00,4.31,147.49,-3.63,2.32,29.675
2025-08-29,2:15:00,8/29/25 2:15,6.23,153.35,-5.57,2.79,29.7226
2025-08-29,2:30:00,8/29/25 2:30,8.42,130.39,-5.46,6.41,29.6981
2025-08-29,2:45:00,8/29/25 2:45,6.6,149.9,-5.71,3.31,29.6706
2025-08-29,3:00:00,8/29/25 3:00,7.9,159.34,-7.39,2.79,29.6706
2025-08-29,3:15:00,8/29/25 3:15,8.09,167.78,-7.9,1.71,29.6634
2025-08-29,3:30:00,8/29/25 3:30,8.1,142.01,-6.38,4.98,29.6764
2025-08-29,3:45:00,8/29/25 3:45,3.94,166.06,-3.82,0.95,29.6576
2025-08-29,4:00:00,8/29/25 4:00,4.6,197.56,-4.38,-1.39,29.6389
2025-08-29,4:15:00,8/29/25 4:15,5.41,134.84,-3.81,3.84,29.6547
2025-08-29,4:30:00,8/29/25 4:30,2.07,181.76,-2.07,-0.06,29.6605
2025-08-29,4:45:00,8/29/25 4:45,2.47,176.55,-2.47,0.15,29.6634
2025-08-29,5:00:00,8/29/25 5:00,2.18,232.04,-1.34,-1.72,29.6706
2025-08-29,5:15:00,8/29/25 5:15,3.61,215.16,-2.95,-2.08,29.6779
2025-08-29,5:30:00,8/29/25 5:30,3.17,235.1,-1.81,-2.6,29.6966
2025-08-29,5:45:00,8/29/25 5:45,2.54,146.85,-2.13,1.39,29.6923
2025-08-29,6:00:00,8/29/25 6:00,4.33,2.91,4.32,0.22,29.7212
2025-08-29,6:15:00,8/29/25 6:15,2,168.47,-1.96,0.4,29.8282
2025-08-29,6:30:00,8/29/25 6:30,1.41,176.54,-1.41,0.09,29.7776
2025-08-29,6:45:00,8/29/25 6:45,1.35,212.61,-1.14,-0.73,29.792
2025-08-29,7:00:00,8/29/25 7:00,0.85,245.45,-0.35,-0.77,29.8108
2025-08-29,7:15:00,8/29/25 7:15,2.81,32.37,2.37,1.5,29.8803
2025-08-29,7:30:00,8/29/25 7:30,5.03,64.82,2.14,4.55,29.8731
2025-08-29,7:45:00,8/29/25 7:45,5.55,56.58,3.06,4.64,29.8325
2025-08-29,8:00:00,8/29/25 8:00,8.66,54.11,5.08,7.01,29.7935
2025-08-29,8:15:00,8/29/25 8:15,6.65,68.61,2.43,6.2,29.8224
2025-08-29,8:30:00,8/29/25 8:30,9.33,83.23,1.1,9.26,29.9368
2025-08-29,8:45:00,8/29/25 8:45,9.71,71.65,3.06,9.22,29.9715
2025-08-29,9:00:00,8/29/25 9:00,8.78,70.82,2.89,8.3,29.8687
2025-08-29,9:15:00,8/29/25 9:15,7.97,51.68,4.94,6.25,29.9223
2025-08-29,9:30:00,8/29/25 9:30,11.96,79.29,2.22,11.75,29.8456
2025-08-29,9:45:00,8/29/25 9:45,6.56,67.91,2.47,6.08,29.7805
2025-08-29,10:00:00,8/29/25 10:00,9.89,91.66,-0.29,9.89,29.8166
2025-08-29,10:15:00,8/29/25 10:15,4.19,73.09,1.22,4.01,29.8586
2025-08-29,10:30:00,8/29/25 10:30,8.96,58.14,4.73,7.61,29.753
2025-08-29,10:45:00,8/29/25 10:45,4.82,80.14,0.83,4.75,29.7776
2025-08-29,11:00:00,8/29/25 11:00,11.72,66.1,4.75,10.71,29.8485
2025-08-29,11:15:00,8/29/25 11:15,11.03,69.44,3.87,10.33,29.8571
2025-08-29,11:30:00,8/29/25 11:30,6.1,70,2.09,5.73,29.9136
2025-08-29,11:45:00,8/29/25 11:45,9.34,66.4,3.74,8.56,29.9049
2025-08-29,12:00:00,8/29/25 12:00,7.27,80.9,1.15,7.18,29.9194
2025-08-29,12:15:00,8/29/25 12:15,15.41,59.37,7.85,13.26,29.8962
2025-08-29,12:30:00,8/29/25 12:30,9.19,84.87,0.82,9.15,29.8311
2025-08-29,12:45:00,8/29/25 12:45,15.16,276.13,1.62,-15.08,29.8528
2025-08-29,13:00:00,8/29/25 13:00,37.55,181.98,-37.53,-1.3,29.9035
2025-08-29,13:15:00,8/29/25 13:15,38.91,176.27,-38.82,2.53,28.8249
2025-08-29,13:30:00,8/29/25 13:30,39.67,179.87,-39.67,0.09,28.8951
2025-08-29,13:45:00,8/29/25 13:45,39.73,186.38,-39.48,-4.41,29.0055
2025-08-29,14:00:00,8/29/25 14:00,40.84,15.62,39.33,10.99,29.1419